0.000000000000000e+000	0.000000e+000
1.000000000000000e-004	0.000000e+000
1.000003141142128e-004	-8.308762e-011
1.000006282284256e-004	2.534376e-011
1.000009423426384e-004	3.252942e-010
1.000012564568512e-004	8.167636e-010
1.000015705710640e-004	1.499752e-009
1.000018846852768e-004	2.374259e-009
1.000021987994896e-004	3.440286e-009
1.000043315210731e-004	1.742172e-008
1.000057345568331e-004	3.549151e-008
1.000071939284800e-004	7.139065e-008
1.000100000000000e-004	1.695203e-007
1.000304843220962e-004	4.385394e-006
1.000509686441923e-004	1.291028e-005
1.000714529662885e-004	2.574417e-005
1.000919372883846e-004	4.288707e-005
1.001124216104808e-004	6.433899e-005
1.001329059325769e-004	9.009991e-005
1.001533902546731e-004	1.201698e-004
1.002559986202861e-004	3.188128e-004
1.004090915449802e-004	7.631664e-004
1.006108142522989e-004	1.578193e-003
1.008878303307539e-004	3.039645e-003
1.012454584269347e-004	5.363281e-003
1.017241463566913e-004	8.996802e-003
1.023318319262302e-004	1.411863e-002
1.030303514479768e-004	2.038482e-002
1.038892376941666e-004	2.831385e-002
1.048658001941666e-004	3.737469e-002
1.058423626941666e-004	4.635765e-002
1.068189251941666e-004	5.520201e-002
1.087720501941666e-004	7.240562e-002
1.117017376941666e-004	9.698325e-002
1.146314251941666e-004	1.201492e-001
1.183981662655951e-004	1.476548e-001
1.221649073370237e-004	1.734629e-001
1.259316484084523e-004	1.975737e-001
1.296983894798809e-004	2.199870e-001
1.334651305513094e-004	2.407030e-001
1.372318716227380e-004	2.597216e-001
1.409986126941666e-004	2.770428e-001
1.454628984084523e-004	2.959623e-001
1.499271841227380e-004	3.135460e-001
1.543914698370237e-004	3.297940e-001
1.588557555513095e-004	3.447063e-001
1.633200412655952e-004	3.582828e-001
1.677843269798809e-004	3.705236e-001
1.722486126941666e-004	3.814287e-001
1.767128984084523e-004	3.914903e-001
1.811771841227380e-004	4.008415e-001
1.856414698370238e-004	4.094824e-001
1.901057555513095e-004	4.174129e-001
1.945700412655952e-004	4.246331e-001
1.990343269798809e-004	4.311429e-001
2.034986126941666e-004	4.369423e-001
2.081024073370238e-004	4.424476e-001
2.127062019798809e-004	4.475549e-001
2.173099966227381e-004	4.522641e-001
2.219137912655952e-004	4.565753e-001
2.265175859084524e-004	4.604884e-001
2.311213805513095e-004	4.640034e-001
2.357251751941667e-004	4.671204e-001
2.403289698370238e-004	4.699910e-001
2.449327644798809e-004	4.726540e-001
2.495365591227381e-004	4.751095e-001
2.541403537655952e-004	4.773575e-001
2.587441484084524e-004	4.793978e-001
2.633479430513095e-004	4.812306e-001
2.679517376941667e-004	4.828559e-001
2.726950412655952e-004	4.843944e-001
2.774383448370238e-004	4.858192e-001
2.821816484084524e-004	4.871300e-001
2.869249519798810e-004	4.883271e-001
2.916682555513095e-004	4.894104e-001
2.964115591227381e-004	4.903798e-001
3.011548626941667e-004	4.912354e-001
3.061771841227381e-004	4.920643e-001
