3.111995055513095e-004	4.928291e-001
3.162218269798810e-004	4.935299e-001
3.212441484084524e-004	4.941666e-001
3.262664698370239e-004	4.947394e-001
3.312887912655953e-004	4.952480e-001
3.363111126941667e-004	4.956926e-001
3.417519609084524e-004	4.961308e-001
3.471928091227382e-004	4.965329e-001
3.526336573370239e-004	4.968992e-001
3.580745055513096e-004	4.972295e-001
3.635153537655953e-004	4.975239e-001
3.689562019798810e-004	4.977823e-001
3.743970501941668e-004	4.980048e-001
3.806749519798811e-004	4.982355e-001
3.869528537655953e-004	4.984452e-001
3.932307555513096e-004	4.986340e-001
3.995086573370239e-004	4.988017e-001
4.057865591227382e-004	4.989485e-001
4.120644609084525e-004	4.990742e-001
4.183423626941668e-004	4.991790e-001
4.265733894798811e-004	4.992990e-001
4.348044162655954e-004	4.994059e-001
4.430354430513097e-004	4.994996e-001
4.512664698370240e-004	4.995803e-001
4.594974966227383e-004	4.996479e-001
4.677285234084526e-004	4.997023e-001
4.759595501941668e-004	4.997437e-001
4.885153537655954e-004	4.997961e-001
5.010711573370240e-004	4.998411e-001
5.136269609084526e-004	4.998788e-001
5.261827644798811e-004	4.999092e-001
5.387385680513097e-004	4.999323e-001
5.512943716227384e-004	4.999481e-001
5.638501751941669e-004	4.999566e-001
6.000100000000000e-004	4.999791e-001
6.000110000000000e-004	4.999791e-001
6.000130000000000e-004	4.999791e-001
6.000160000000001e-004	4.999790e-001
6.000200000000001e-004	4.999789e-001
6.000492000000005e-004	4.999715e-001
6.000784000000010e-004	4.999550e-001
6.001076000000014e-004	4.999293e-001
6.001368000000019e-004	4.998944e-001
6.001660000000023e-004	4.998504e-001
6.001952000000029e-004	4.997972e-001
6.002244000000033e-004	4.997348e-001
6.004292000000066e-004	4.991616e-001
6.006467357634713e-004	4.982984e-001
6.008528139687002e-004	4.972501e-001
6.010536056619528e-004	4.960290e-001
6.013799389070354e-004	4.937587e-001
6.017425058606993e-004	4.909533e-001
6.022261749737479e-004	4.868897e-001
6.027425311333054e-004	4.823099e-001
6.034077650663108e-004	4.762165e-001
6.041510136105101e-004	4.693227e-001
6.051275761105101e-004	4.602757e-001
6.061041386105101e-004	4.513275e-001
6.081967725390815e-004	4.327257e-001
6.102894064676530e-004	4.148189e-001
6.123820403962244e-004	3.976072e-001
6.144746743247958e-004	3.810905e-001
6.165673082533672e-004	3.652688e-001
6.186599421819387e-004	3.501422e-001
6.207525761105101e-004	3.357106e-001
6.252168618247958e-004	3.072232e-001
6.296811475390815e-004	2.807470e-001
6.341454332533672e-004	2.562821e-001
6.386097189676530e-004	2.338285e-001
6.430740046819388e-004	2.133861e-001
6.475382903962245e-004	1.949549e-001
6.520025761105102e-004	1.785349e-001
6.564668618247959e-004	1.633850e-001
6.609311475390816e-004	1.493047e-001
6.653954332533673e-004	1.362939e-001
6.698597189676531e-004	1.243528e-001
6.743240046819388e-004	1.134813e-001
6.787882903962245e-004	1.036794e-001
6.832525761105102e-004	9.494704e-002
6.877168618247959e-004	8.689012e-002
6.921811475390816e-004	7.940202e-002
6.966454332533673e-004	7.248276e-002
7.011097189676531e-004	6.613232e-002
7.055740046819388e-004	6.035071e-002
7.100382903962245e-004	5.513793e-002
7.145025761105102e-004	5.049398e-002
7.191063707533673e-004	4.608555e-002
7.237101653962245e-004	4.199586e-002
7.283139600390816e-004	3.822492e-002
7.329177546819388e-004	3.477272e-002
7.375215493247959e-004	3.163927e-002
7.421253439676531e-004	2.882456e-002
7.467291386105102e-004	2.632860e-002
7.513329332533673e-004	2.402995e-002
7.559367278962245e-004	2.189750e-002
7.605405225390816e-004	1.993126e-002
7.651443171819389e-004	1.813121e-002
7.697481118247960e-004	1.649736e-002
7.743519064676532e-004	1.502972e-002
7.789557011105103e-004	1.372827e-002
7.836990046819389e-004	1.249627e-002
7.884423082533674e-004	1.135542e-002
7.931856118247960e-004	1.030571e-002
7.979289153962246e-004	9.347149e-003
8.026722189676532e-004	8.479731e-003
8.074155225390817e-004	7.703459e-003
8.121588261105103e-004	7.018332e-003
8.171811475390817e-004	6.354593e-003
8.222034689676532e-004	5.742140e-003
8.272257903962246e-004	5.180972e-003
8.322481118247960e-004	4.671088e-003
8.372704332533675e-004	4.212490e-003
8.422927546819389e-004	3.805177e-003
8.473150761105103e-004	3.449148e-003
8.528954332533674e-004	3.090200e-003
8.584757903962246e-004	2.761247e-003
8.640561475390817e-004	2.462291e-003
8.696365046819390e-004	2.193330e-003
8.752168618247961e-004	1.954366e-003
8.807972189676533e-004	1.745397e-003
8.863775761105104e-004	1.566425e-003
8.890282457533675e-004	1.485244e-003
8.916789153962247e-004	1.407801e-003
8.943295850390818e-004	1.334097e-003
8.969802546819390e-004	1.264130e-003
8.996309243247961e-004	1.197902e-003
9.022815939676533e-004	1.135412e-003
9.049322636105104e-004	1.076660e-003
9.059088261105104e-004	1.055622e-003
9.134423082533675e-004	9.125225e-004
9.209757903962247e-004	7.841734e-004
9.285092725390818e-004	6.705748e-004
9.360427546819390e-004	5.717266e-004
9.435762368247961e-004	4.876289e-004
9.511097189676533e-004	4.182817e-004
9.586432011105104e-004	3.636850e-004
9.643630671819387e-004	3.249858e-004
9.700829332533669e-004	2.895795e-004
9.758027993247952e-004	2.574659e-004
9.815226653962234e-004	2.286452e-004
9.872425314676515e-004	2.031172e-004
9.929623975390798e-004	1.808820e-004
9.986822636105081e-004	1.619396e-004
9.996588261105080e-004	1.587653e-004
1.000000000000000e-003	1.576692e-004
